date,year,month,day,day_of_year,rainfall_mm,temperature_max,temperature_min,humidity,cloud_cover,sunshine_hours,wind_speed,pressure,dew_point,evapotranspiration,is_monsoon,previous_7day_rainfall,previous_30day_rainfall
2001-11-02,2001,11,2,306,29.54,26.0,20.9,98.0,100.0,0.7,24.5,1001.6,25.4,1.0,1,37.42,25.56
2001-11-03,2001,11,3,307,0.47,25.7,18.3,88.0,79.0,4.8,20.4,1004.7,24.3,1.0,1,36.87,24.78
2001-11-04,2001,11,4,308,7.95,25.4,19.0,87.1,79.0,4.2,22.4,1003.1,22.5,1.0,1,36.5,24.51
2001-11-05,2001,11,5,309,31.86,29.6,18.4,90.0,100.0,0.7,27.3,1003.1,26.0,1.0,1,18.8,24.98
2001-11-06,2001,11,6,310,4.27,25.4,18.2,91.4,88.0,0.7,18.7,1004.0,24.2,1.0,1,18.88,24.94
2001-11-07,2001,11,7,311,6.58,27.9,18.5,93.5,100.0,1.1,19.5,1006.3,26.0,1.0,1,16.03,24.5
2001-11-08,2001,11,8,312,15.52,26.4,18.3,91.7,77.0,4.8,22.8,1004.6,25.2,1.0,1,13.74,24.2
2001-11-09,2001,11,9,313,24.2,25.5,20.0,96.1,100.0,1.2,27.3,999.4,25.7,1.0,1,12.98,24.67
2001-11-10,2001,11,10,314,4.05,26.2,18.6,93.3,83.6,3.3,21.2,1004.3,24.9,1.0,1,13.49,24.02
2001-11-11,2001,11,11,315,23.46,26.1,18.7,98.0,91.7,1.1,27.2,999.7,26.0,1.0,1,15.71,22.52
2001-11-12,2001,11,12,316,16.38,23.0,16.7,90.5,87.3,3.5,23.9,999.7,21.8,1.0,1,13.49,22.31
2001-11-13,2001,11,13,317,63.91,25.4,20.1,98.0,100.0,1.3,29.8,1002.2,25.5,1.0,1,22.01,23.87
2001-11-14,2001,11,14,318,29.81,25.4,16.7,96.7,84.7,3.9,25.8,1000.0,25.5,1.0,1,25.33,23.33
2001-11-15,2001,11,15,319,6.74,24.8,18.8,83.4,70.6,3.6,21.3,1006.7,21.7,1.0,1,24.08,23.31
2001-11-16,2001,11,16,320,109.34,22.0,20.0,91.1,100.0,0.2,31.8,1001.8,21.6,1.0,1,36.24,26.39
2001-11-17,2001,11,17,321,16.19,24.6,20.4,85.7,100.0,2.3,26.2,1006.1,22.3,1.0,1,37.98,26.78
2001-11-18,2001,11,18,322,52.65,27.4,16.8,95.9,97.2,2.5,31.1,1003.2,26.0,1.0,1,42.15,28.03
2001-11-19,2001,11,19,323,30.54,25.7,18.2,91.1,100.0,1.1,24.2,1002.2,24.0,1.0,1,44.17,27.38
2001-11-20,2001,11,20,324,51.83,23.2,19.3,93.3,100.0,3.5,27.0,1001.8,22.4,1.0,1,42.44,28.26
2001-11-21,2001,11,21,325,17.16,26.0,17.8,90.8,90.8,2.7,25.9,1000.1,24.5,1.0,1,40.64,28.62
2001-11-22,2001,11,22,326,38.01,22.9,19.5,94.5,97.7,1.7,24.8,998.7,21.8,1.0,1,45.1,29.46
2001-11-23,2001,11,23,327,4.0,24.9,16.0,82.5,76.6,4.3,22.3,1003.7,21.5,1.0,1,30.05,27.78
2001-11-24,2001,11,24,328,32.27,24.8,18.2,86.8,97.1,2.2,26.7,1003.2,21.4,1.0,1,32.35,28.79
2001-11-25,2001,11,25,329,10.41,23.7,18.5,89.2,89.4,3.5,24.2,1005.2,21.7,1.0,1,26.32,28.65
2001-11-26,2001,11,26,330,3.62,25.7,16.5,88.9,76.9,3.4,23.2,1006.4,24.2,1.0,1,22.47,28.63
2001-11-27,2001,11,27,331,16.48,25.2,18.8,86.6,71.0,4.5,21.4,1000.1,23.2,1.0,1,17.42,28.83
2001-11-28,2001,11,28,332,10.63,22.8,16.6,85.5,74.7,4.0,24.4,1004.4,20.1,1.0,1,16.49,23.99
2001-11-29,2001,11,29,333,12.01,23.5,19.7,90.5,74.9,4.2,23.1,1002.5,22.2,1.0,1,12.77,24.26
2001-11-30,2001,11,30,334,25.16,22.5,17.3,94.8,88.6,4.0,21.1,1006.1,21.1,1.0,1,15.8,24.22
2001-12-01,2001,12,1,335,0.0,22.9,17.4,80.0,77.5,3.6,20.4,1009.3,19.2,1.0,0,11.19,23.17
2001-12-02,2001,12,2,336,0.14,24.6,16.3,81.3,77.0,3.7,21.6,1007.1,20.9,1.0,0,9.72,22.19
2001-12-03,2001,12,3,337,2.44,23.5,17.1,88.4,81.4,3.4,16.3,1003.1,21.1,1.0,0,9.55,22.25
2001-12-04,2001,12,4,338,0.0,25.0,16.6,84.6,76.1,3.8,19.3,1001.0,23.2,1.0,0,7.2,21.99
2001-12-05,2001,12,5,339,0.0,22.0,17.7,76.3,69.8,4.4,21.7,1002.9,18.2,1.0,0,5.68,20.93
2001-12-06,2001,12,6,340,0.0,23.7,17.6,73.8,67.7,5.0,16.1,1004.9,18.5,1.0,0,3.96,20.78
2001-12-07,2001,12,7,341,0.0,24.5,17.2,79.3,80.4,3.5,20.1,1006.0,20.7,1.0,0,0.37,20.56
2001-12-08,2001,12,8,342,0.71,23.3,17.4,76.7,65.0,5.2,14.4,1004.0,17.6,1.09,0,0.47,20.07
2001-12-09,2001,12,9,343,0.0,22.0,16.0,81.8,69.0,5.1,13.4,1005.5,19.3,1.0,0,0.45,19.26
2001-12-10,2001,12,10,344,0.0,22.0,16.0,82.6,53.4,6.9,18.3,1006.5,19.0,1.0,0,0.1,19.13
2001-12-11,2001,12,11,345,1.88,24.3,18.5,81.4,65.8,5.7,16.3,1007.0,21.0,1.0,0,0.37,18.41
2001-12-12,2001,12,12,346,0.0,22.1,16.1,76.0,64.0,5.9,22.6,1002.7,18.3,1.0,0,0.37,17.86
2001-12-13,2001,12,13,347,0.0,22.0,17.3,73.9,74.4,4.5,13.2,1005.1,17.6,1.0,0,0.37,15.73
2001-12-14,2001,12,14,348,0.0,22.3,16.0,81.3,57.4,4.8,16.6,1005.5,19.6,1.0,0,0.37,14.74
2001-12-15,2001,12,15,349,0.0,22.3,17.4,81.8,66.8,4.3,15.7,1003.3,18.2,1.0,0,0.27,14.52
2001-12-16,2001,12,16,350,1.02,24.4,18.3,83.1,67.1,4.5,16.0,1005.1,21.6,1.0,0,0.41,10.9
2001-12-17,2001,12,17,351,0.21,22.0,17.0,76.9,69.5,4.4,23.0,1007.2,17.8,1.0,0,0.44,10.37
2001-12-18,2001,12,18,352,0.0,23.4,17.0,77.3,60.3,4.9,14.3,1007.8,18.7,1.0,0,0.18,8.62
2001-12-19,2001,12,19,353,0.0,24.7,18.6,80.7,70.1,3.8,14.0,999.3,21.6,1.0,0,0.18,7.6
2001-12-20,2001,12,20,354,0.0,23.9,17.1,77.2,65.0,3.9,19.4,1005.6,19.7,1.0,0,0.18,5.87
2001-12-21,2001,12,21,355,0.0,25.9,16.0,74.6,55.1,5.7,10.0,1005.6,21.5,1.0,0,0.18,5.3
2001-12-22,2001,12,22,356,0.0,22.0,16.1,73.3,51.1,6.5,16.2,1006.6,17.1,1.0,0,0.18,4.03
2001-12-23,2001,12,23,357,0.0,23.7,16.0,79.3,79.2,3.4,10.8,1006.4,19.7,1.0,0,0.03,3.9
2001-12-24,2001,12,24,358,0.0,22.2,17.8,75.0,55.5,5.7,9.8,1004.4,17.1,1.0,0,0.0,2.82
2001-12-25,2001,12,25,359,0.0,22.0,18.1,73.7,45.1,7.2,14.8,1004.6,17.1,1.0,0,0.0,2.48
2001-12-26,2001,12,26,360,0.0,22.0,17.8,77.4,56.3,6.3,9.4,1005.8,17.7,1.0,0,0.0,2.36
2001-12-27,2001,12,27,361,5.4,22.0,16.0,75.0,54.5,6.2,12.6,1002.4,16.1,1.0,0,0.77,1.99
2001-12-28,2001,12,28,362,0.0,23.8,16.6,72.8,47.3,7.1,12.8,1004.6,18.1,1.0,0,0.77,1.63
2001-12-29,2001,12,29,363,0.0,22.0,17.3,75.0,56.9,6.4,18.1,1004.9,16.8,1.0,0,0.77,1.23
2001-12-30,2001,12,30,364,0.0,25.3,16.0,72.7,57.1,5.4,15.6,1003.9,20.2,1.0,0,0.77,0.39
2001-12-31,2001,12,31,365,0.0,22.7,17.6,80.0,42.6,8.1,14.0,1002.4,18.7,1.0,0,0.77,0.39
2002-01-01,2002,1,1,1,2.2,22.0,17.5,77.3,58.5,5.3,18.0,1005.0,17.8,1.0,0,1.09,0.46
2002-01-02,2002,1,2,2,0.0,22.4,17.2,74.3,60.7,5.2,5.0,1006.2,17.5,1.0,0,1.09,0.38
2002-01-03,2002,1,3,3,0.0,23.1,17.4,79.2,49.0,4.8,9.0,1006.5,19.2,1.0,0,0.31,0.38
2002-01-04,2002,1,4,4,0.0,22.0,16.3,73.6,42.7,6.8,9.5,1005.6,16.3,1.0,0,0.31,0.38
2002-01-05,2002,1,5,5,0.0,22.0,16.0,77.4,46.6,5.8,17.2,1004.6,17.5,1.0,0,0.31,0.38
2002-01-06,2002,1,6,6,0.0,25.0,17.8,68.8,45.9,7.9,16.2,1005.4,19.3,1.0,0,0.31,0.38
2002-01-07,2002,1,7,7,0.0,22.0,16.5,70.0,49.6,7.3,14.1,1003.3,16.9,1.0,0,0.31,0.36
2002-01-08,2002,1,8,8,0.0,22.0,16.0,68.5,39.5,7.1,18.0,1006.4,15.8,1.03,0,0.0,0.36
2002-01-09,2002,1,9,9,0.0,24.0,16.6,74.1,47.6,6.4,16.4,1000.3,18.6,1.0,0,0.0,0.36
2002-01-10,2002,1,10,10,3.37,22.0,16.5,67.2,46.2,5.7,16.0,1003.6,15.2,1.0,0,0.48,0.41
2002-01-11,2002,1,11,11,0.0,23.2,16.0,72.8,50.4,5.8,10.2,1005.6,18.2,1.0,0,0.48,0.41
2002-01-12,2002,1,12,12,0.0,22.0,17.1,69.3,35.2,8.4,14.8,1003.6,16.5,1.01,0,0.48,0.41
2002-01-13,2002,1,13,13,0.0,22.0,18.7,71.6,41.1,8.4,15.7,1004.5,16.2,1.0,0,0.48,0.41
2002-01-14,2002,1,14,14,0.0,22.6,16.0,70.7,40.6,7.4,16.8,1004.9,17.5,1.0,0,0.48,0.41
2002-01-15,2002,1,15,15,0.79,22.0,16.0,73.2,60.0,5.6,13.5,1003.4,16.8,1.0,0,0.59,0.4
2002-01-16,2002,1,16,16,0.22,22.7,17.9,79.4,58.1,5.8,10.3,1003.1,18.7,1.0,0,0.63,0.4
2002-01-17,2002,1,17,17,0.0,22.0,17.4,78.1,47.8,6.4,11.7,1006.0,17.3,1.0,0,0.14,0.4
2002-01-18,2002,1,18,18,0.0,22.7,18.5,73.1,33.3,8.4,15.2,1006.4,17.5,1.0,0,0.14,0.4
2002-01-19,2002,1,19,19,2.76,24.0,18.8,69.5,50.8,6.2,13.4,1003.9,18.0,1.0,0,0.54,0.49
2002-01-20,2002,1,20,20,0.0,22.0,17.4,70.1,52.2,6.8,9.0,1003.5,16.1,1.04,0,0.54,0.49
2002-01-21,2002,1,21,21,0.0,22.0,16.0,67.5,40.4,7.5,12.7,1005.0,16.4,1.44,0,0.54,0.49
2002-01-22,2002,1,22,22,0.0,22.0,17.0,65.9,35.9,6.8,7.0,1002.6,15.3,1.0,0,0.43,0.49
2002-01-23,2002,1,23,23,0.0,22.0,16.2,60.8,31.1,8.9,12.0,1002.8,13.8,1.06,0,0.39,0.49
2002-01-24,2002,1,24,24,0.0,22.8,17.2,67.5,45.1,7.2,17.7,1003.5,16.7,1.0,0,0.39,0.49
2002-01-25,2002,1,25,25,0.0,22.0,16.0,69.3,45.0,6.7,13.8,1007.6,16.7,1.0,0,0.39,0.49
2002-01-26,2002,1,26,26,0.0,22.0,17.3,70.4,31.6,8.4,9.9,1003.6,16.3,1.0,0,0.0,0.31
2002-01-27,2002,1,27,27,0.0,23.7,17.6,68.2,31.8,7.7,20.1,1006.1,17.5,1.0,0,0.0,0.31
2002-01-28,2002,1,28,28,0.0,22.0,17.1,64.7,27.8,8.0,7.9,1002.5,14.7,1.0,0,0.0,0.31
2002-01-29,2002,1,29,29,0.0,23.7,17.3,65.3,50.4,6.3,7.1,1004.3,17.4,1.21,0,0.0,0.31
2002-01-30,2002,1,30,30,0.0,22.0,17.7,70.7,40.6,7.8,8.1,1006.4,16.4,1.16,0,0.0,0.31
2002-01-31,2002,1,31,31,0.0,22.0,16.0,60.0,41.5,7.8,8.4,1005.3,13.4,1.0,0,0.0,0.24
2002-02-01,2002,2,1,32,0.0,22.6,17.2,64.6,35.5,7.2,14.6,1004.0,15.6,1.0,0,0.0,0.24
2002-02-02,2002,2,2,33,0.0,24.3,16.8,66.5,38.3,7.8,10.1,1004.6,18.0,1.0,0,0.0,0.24
2002-02-03,2002,2,3,34,0.0,25.7,18.3,64.5,31.2,7.6,7.1,1008.6,19.4,1.0,0,0.0,0.24
2002-02-04,2002,2,4,35,0.46,22.2,17.9,60.1,42.7,7.4,7.5,1008.1,13.2,1.0,0,0.07,0.25
2002-02-05,2002,2,5,36,0.14,22.0,16.3,69.6,37.8,7.7,13.4,1004.1,16.0,1.0,0,0.09,0.26
2002-02-06,2002,2,6,37,0.0,23.4,17.9,70.2,34.7,8.3,8.9,1004.4,17.5,1.2,0,0.09,0.26
2002-02-07,2002,2,7,38,0.0,22.0,18.8,61.4,15.5,9.5,7.3,1006.0,13.2,1.0,0,0.09,0.26
2002-02-08,2002,2,8,39,0.0,24.2,17.7,55.0,33.5,9.3,7.0,1007.1,14.8,1.0,0,0.09,0.26
2002-02-09,2002,2,9,40,0.0,23.8,16.8,73.0,39.5,9.3,10.0,1009.2,18.6,1.0,0,0.09,0.15
2002-02-10,2002,2,10,41,1.2,25.2,16.0,63.7,40.9,7.4,7.5,1001.6,17.5,1.0,0,0.26,0.19
2002-02-11,2002,2,11,42,0.0,24.9,16.0,60.7,26.1,8.5,9.1,1005.2,16.6,1.0,0,0.19,0.19
2002-02-12,2002,2,12,43,0.45,23.6,18.7,64.2,24.3,8.4,8.1,1003.2,16.8,1.0,0,0.24,0.2
2002-02-13,2002,2,13,44,0.0,23.5,16.0,65.5,44.8,6.2,8.6,1006.6,15.1,1.0,0,0.24,0.2
2002-02-14,2002,2,14,45,0.0,22.2,16.2,61.5,16.7,10.8,10.8,1005.2,15.1,1.0,0,0.24,0.17
2002-02-15,2002,2,15,46,1.14,22.2,17.6,65.0,23.2,9.0,5.9,1006.3,15.1,1.0,0,0.4,0.2
2002-02-16,2002,2,16,47,0.0,23.6,17.9,63.2,40.4,6.6,10.8,1006.5,15.2,1.0,0,0.4,0.2
2002-02-17,2002,2,17,48,0.0,22.1,19.4,60.8,34.2,7.4,5.0,1006.7,14.1,1.0,0,0.23,0.2
2002-02-18,2002,2,18,49,0.0,23.4,18.1,56.8,23.9,8.3,11.6,1005.1,14.8,1.42,0,0.23,0.11
2002-02-19,2002,2,19,50,0.02,23.2,17.4,68.6,28.1,10.0,8.1,1006.0,17.1,1.0,0,0.17,0.11
2002-02-20,2002,2,20,51,0.0,24.9,17.5,65.3,26.7,10.2,11.1,1002.3,18.1,1.0,0,0.17,0.11
2002-02-21,2002,2,21,52,0.0,24.1,16.1,59.8,32.0,8.4,9.9,1002.3,16.2,1.0,0,0.17,0.11
2002-02-22,2002,2,22,53,0.0,25.7,19.7,64.4,34.0,8.1,13.0,1006.8,19.0,1.0,0,0.0,0.11
2002-02-23,2002,2,23,54,0.0,23.9,19.1,59.1,29.6,7.1,8.7,1004.9,16.2,1.0,0,0.0,0.11
2002-02-24,2002,2,24,55,0.0,22.7,18.4,62.3,31.8,7.5,12.6,1004.7,15.4,1.0,0,0.0,0.11
2002-02-25,2002,2,25,56,0.0,25.3,19.9,64.7,31.1,8.0,10.3,1004.1,17.5,1.17,0,0.0,0.11
2002-02-26,2002,2,26,57,4.78,24.4,19.5,66.3,9.3,11.3,5.4,1003.8,18.4,1.0,0,0.68,0.27
2002-02-27,2002,2,27,58,1.73,24.3,18.9,61.3,27.9,10.9,11.5,1004.6,17.3,1.0,0,0.93,0.33
2002-02-28,2002,2,28,59,0.0,24.2,18.3,65.2,23.4,10.1,8.7,1003.1,16.9,1.0,0,0.93,0.33
2002-03-01,2002,3,1,60,0.0,24.9,18.5,61.8,41.6,7.5,7.1,1005.8,17.0,1.0,0,0.93,0.33
2002-03-02,2002,3,2,61,3.2,24.6,16.7,61.1,13.0,10.7,8.9,1004.4,16.3,1.31,0,1.39,0.44
2002-03-03,2002,3,3,62,1.94,25.9,19.9,69.2,18.5,10.1,6.0,1005.3,20.2,1.0,0,1.66,0.5
2002-03-04,2002,3,4,63,17.5,26.4,18.4,63.6,30.8,8.5,18.7,1004.1,18.2,1.07,0,4.16,1.09
2002-03-05,2002,3,5,64,15.22,24.8,20.0,68.9,21.9,9.5,9.5,999.6,18.1,1.27,0,5.66,1.59
2002-03-06,2002,3,6,65,1.74,28.5,19.7,67.7,47.1,5.8,5.2,1006.8,21.8,1.0,0,5.66,1.64
2002-03-07,2002,3,7,66,2.23,24.7,19.0,55.4,27.4,8.5,5.0,1002.9,15.4,1.0,0,5.98,1.7
2002-03-08,2002,3,8,67,12.58,25.7,20.0,72.7,27.5,8.8,12.2,1001.6,20.4,1.0,0,7.77,2.12
2002-03-09,2002,3,9,68,3.47,23.4,18.1,69.3,30.7,7.9,9.0,1009.8,17.4,1.0,0,7.81,2.24
2002-03-10,2002,3,10,69,0.0,25.8,17.4,59.0,23.5,9.7,7.6,1005.9,17.5,1.0,0,7.53,2.24
2002-03-11,2002,3,11,70,0.0,25.7,19.1,61.9,17.3,10.6,9.3,1006.4,18.4,1.0,0,5.03,2.24
2002-03-12,2002,3,12,71,0.0,26.1,19.8,57.7,11.1,11.8,9.5,1003.9,17.2,1.16,0,2.86,2.2
2002-03-13,2002,3,13,72,4.82,27.8,20.4,59.5,13.7,10.2,10.6,1003.5,19.9,1.34,0,3.3,2.36
2002-03-14,2002,3,14,73,12.75,28.9,19.6,61.2,21.9,8.2,8.5,1002.2,19.6,1.13,0,4.8,2.77
2002-03-15,2002,3,15,74,3.9,28.2,18.5,69.1,34.5,9.8,5.0,1004.9,21.8,1.0,0,3.56,2.9
2002-03-16,2002,3,16,75,3.15,26.5,21.2,61.0,27.2,8.4,5.4,1000.5,17.2,1.0,0,3.52,3.01
2002-03-17,2002,3,17,76,1.67,27.1,19.3,55.6,38.7,9.7,8.6,1004.3,17.6,1.0,0,3.76,3.02
2002-03-18,2002,3,18,77,0.0,29.2,20.3,64.5,16.0,11.6,6.5,1005.6,22.0,1.13,0,3.76,3.02
2002-03-19,2002,3,19,78,22.54,25.5,20.5,70.9,23.1,9.4,13.3,1005.2,19.4,1.33,0,6.98,3.77
2002-03-20,2002,3,20,79,19.91,28.3,20.1,69.0,29.6,8.8,13.3,1000.2,21.8,1.0,0,9.13,4.44
2002-03-21,2002,3,21,80,35.75,26.0,17.8,68.0,38.5,7.2,12.0,1005.3,18.8,1.0,0,12.42,5.63
2002-03-22,2002,3,22,81,0.0,29.1,19.4,58.5,23.9,7.8,5.0,1005.4,20.5,1.0,0,11.86,5.63
2002-03-23,2002,3,23,82,11.78,27.4,20.9,73.3,33.3,9.1,7.4,1000.9,21.4,1.0,0,13.09,6.02
2002-03-24,2002,3,24,83,11.11,26.4,22.3,66.3,28.3,9.1,8.8,1004.1,20.4,1.12,0,14.44,6.39
2002-03-25,2002,3,25,84,0.0,26.8,21.3,57.9,15.7,11.4,7.9,1006.2,17.5,1.52,0,14.44,6.39
2002-03-26,2002,3,26,85,17.4,27.2,21.2,69.6,26.8,10.4,13.8,1005.1,21.2,1.1,0,13.71,6.97
2002-03-27,2002,3,27,86,6.83,29.5,18.3,66.4,37.9,6.8,8.9,1004.1,23.2,1.0,0,11.84,7.2
2002-03-28,2002,3,28,87,4.2,30.2,22.0,69.2,16.3,10.5,8.1,1006.2,23.9,1.0,0,7.33,7.18
2002-03-29,2002,3,29,88,3.35,27.8,22.0,61.8,23.9,11.4,5.0,1003.4,19.7,1.0,0,7.81,7.23
2002-03-30,2002,3,30,89,9.23,27.2,21.6,66.9,35.5,7.7,10.9,1005.1,21.0,1.0,0,7.45,7.54
2002-03-31,2002,3,31,90,18.68,31.7,21.4,69.1,22.0,10.8,9.4,1003.4,24.8,1.15,0,8.53,8.16
2002-04-01,2002,4,1,91,12.71,30.0,21.7,62.3,16.8,10.7,5.0,1002.3,21.7,1.0,0,10.34,8.48
2002-04-02,2002,4,2,92,1.96,27.7,22.7,55.5,22.9,10.0,5.0,1004.1,18.2,1.25,0,8.14,8.48
2002-04-03,2002,4,3,93,32.32,29.6,21.3,72.4,39.4,8.1,10.6,1006.4,24.0,1.0,0,11.78,8.98
2002-04-04,2002,4,4,94,0.0,28.6,21.9,62.8,19.0,9.2,9.1,1003.9,20.0,1.18,0,11.18,8.47
2002-04-05,2002,4,5,95,2.14,27.4,21.2,55.0,24.4,8.4,5.0,1006.0,17.0,1.0,0,11.01,8.48
2002-04-06,2002,4,6,96,15.26,29.0,21.6,68.2,15.7,10.0,9.2,1003.8,23.5,1.0,0,11.87,8.92
2002-04-07,2002,4,7,97,8.92,27.5,21.8,63.7,19.7,9.3,5.0,1004.7,20.0,1.0,0,10.47,8.8
2002-04-08,2002,4,8,98,4.55,29.0,22.5,64.0,33.0,9.2,5.9,1007.2,21.6,1.31,0,9.31,8.83
2002-04-09,2002,4,9,99,6.78,29.3,21.3,61.3,8.4,13.0,5.6,1006.4,21.3,1.0,0,10.0,9.06
2002-04-10,2002,4,10,100,0.0,29.2,21.9,66.1,40.0,9.4,5.0,1004.1,22.9,1.0,0,5.38,9.06
2002-04-11,2002,4,11,101,0.0,31.5,22.5,64.5,21.9,9.6,9.5,1007.1,23.4,1.0,0,5.38,9.06
2002-04-12,2002,4,12,102,2.85,30.9,22.0,56.2,34.5,9.7,6.9,1004.6,21.1,1.13,0,5.48,8.99
2002-04-13,2002,4,13,103,4.78,29.5,22.5,58.7,31.6,9.7,9.8,1007.7,20.3,1.09,0,3.98,8.73
2002-04-14,2002,4,14,104,0.0,31.0,21.0,60.8,23.2,10.0,8.3,1006.5,22.8,1.32,0,2.71,8.6
2002-04-15,2002,4,15,105,0.0,32.6,23.1,58.1,23.3,11.2,8.6,1006.0,22.7,1.27,0,2.06,8.49
2002-04-16,2002,4,16,106,9.14,29.6,21.8,68.9,43.7,6.4,7.6,1007.1,23.7,1.0,0,2.4,8.74
2002-04-17,2002,4,17,107,5.59,29.0,21.0,59.2,14.6,10.2,9.2,1009.2,20.1,1.34,0,3.19,8.93
2002-04-18,2002,4,18,108,3.01,29.5,23.1,66.5,24.9,10.4,7.7,1006.2,22.6,1.06,0,3.62,8.28
2002-04-19,2002,4,19,109,0.0,31.8,23.3,55.0,17.1,10.8,6.4,1004.7,21.9,1.09,0,3.22,7.61
2002-04-20,2002,4,20,110,0.0,33.6,23.5,59.4,15.3,10.2,15.2,1004.1,24.2,1.89,0,2.53,6.42
2002-04-21,2002,4,21,111,1.71,32.8,23.6,67.5,35.6,7.6,7.3,1007.3,26.0,1.0,0,2.78,6.48
2002-04-22,2002,4,22,112,3.96,33.6,23.7,62.8,28.1,8.2,10.3,1002.2,26.0,1.0,0,3.34,6.22
2002-04-23,2002,4,23,113,7.59,28.5,25.0,64.8,30.1,9.1,8.3,1002.6,21.8,1.0,0,3.12,6.1
2002-04-24,2002,4,24,114,4.72,30.7,24.3,66.7,30.4,9.8,13.4,1006.3,24.7,1.0,0,3.0,6.26
2002-04-25,2002,4,25,115,0.9,30.4,24.6,64.1,31.6,10.2,5.2,1002.5,22.9,1.0,0,2.7,5.71
2002-04-26,2002,4,26,116,1.02,33.0,24.2,61.7,22.9,9.2,10.9,1002.7,24.9,1.06,0,2.84,5.51
2002-04-27,2002,4,27,117,5.61,32.0,24.7,69.6,38.6,8.2,5.0,1005.4,25.4,1.0,0,3.64,5.56
2002-04-28,2002,4,28,118,0.0,27.9,23.2,62.4,24.2,9.1,5.0,1006.2,20.3,1.0,0,3.4,5.45
2002-04-29,2002,4,29,119,8.33,33.7,24.6,67.8,30.4,9.6,11.6,1004.1,26.0,1.0,0,4.02,5.42
2002-04-30,2002,4,30,120,2.65,34.5,25.3,67.2,25.6,10.2,10.2,1003.3,26.0,1.0,0,3.32,4.88
2002-05-01,2002,5,1,121,2.82,35.8,23.7,55.0,24.0,9.2,5.7,1006.0,25.0,1.35,0,3.05,4.55
2002-05-02,2002,5,2,122,7.01,33.2,25.7,62.6,30.6,8.2,8.1,1004.6,25.2,1.0,0,3.92,4.72
2002-05-03,2002,5,3,123,5.79,34.0,23.8,62.8,27.8,11.0,12.3,1003.9,26.0,1.6,0,4.6,3.84
2002-05-04,2002,5,4,124,0.0,31.5,24.8,65.3,21.4,10.2,12.7,1003.4,24.3,1.0,0,3.8,3.84
2002-05-05,2002,5,5,125,10.44,30.9,23.1,74.2,34.0,9.0,11.2,1004.8,25.0,1.0,0,5.29,4.11
2002-05-06,2002,5,6,126,3.59,35.3,25.4,57.2,24.4,9.0,8.5,1004.4,25.2,1.07,0,4.61,3.73
2002-05-07,2002,5,7,127,0.0,34.4,26.0,61.5,25.6,9.7,12.0,1006.1,25.5,1.06,0,4.24,3.43
2002-05-08,2002,5,8,128,7.42,35.6,24.6,71.0,19.2,9.9,8.4,1006.6,26.0,1.0,0,4.89,3.52
2002-05-09,2002,5,9,129,0.0,33.4,23.1,56.5,32.6,8.6,7.7,1007.8,23.5,1.35,0,3.89,3.3
2002-05-10,2002,5,10,130,4.15,37.5,24.8,67.1,30.6,8.5,7.5,1006.9,26.0,1.31,0,3.66,3.44
2002-05-11,2002,5,11,131,6.83,34.5,23.8,68.7,36.5,9.6,5.9,1003.4,26.0,1.72,0,4.63,3.66
2002-05-12,2002,5,12,132,5.41,33.1,25.0,68.6,37.8,8.0,11.8,1002.4,26.0,1.0,0,3.91,3.75
2002-05-13,2002,5,13,133,6.9,33.8,26.0,62.7,22.8,10.8,10.4,1003.7,25.6,1.1,0,4.39,3.82
2002-05-14,2002,5,14,134,9.42,32.0,25.7,68.2,40.4,7.4,12.5,1004.2,26.0,1.0,0,5.73,4.13
2002-05-15,2002,5,15,135,26.72,33.1,23.3,68.5,32.7,10.3,14.7,1005.5,26.0,1.7,0,8.49,5.02
2002-05-16,2002,5,16,136,0.0,34.1,24.9,69.1,36.4,8.9,14.5,1004.9,26.0,1.05,0,8.49,4.72
2002-05-17,2002,5,17,137,9.05,37.1,25.6,64.5,20.1,10.9,14.6,1006.3,26.0,1.18,0,9.19,4.84
2002-05-18,2002,5,18,138,0.0,34.8,27.1,65.2,14.7,9.6,8.7,1005.3,26.0,1.0,0,8.21,4.73
2002-05-19,2002,5,19,139,5.68,36.6,25.3,76.2,47.5,8.2,10.5,1004.9,26.0,1.0,0,8.25,4.92
2002-05-20,2002,5,20,140,2.96,34.9,26.2,71.4,41.6,10.0,9.3,1008.0,26.0,1.0,0,7.69,5.02
2002-05-21,2002,5,21,141,7.14,33.6,25.8,61.8,32.6,9.3,10.8,1007.3,26.0,1.0,0,7.36,5.2
2002-05-22,2002,5,22,142,11.37,36.1,25.0,69.4,39.1,10.6,13.2,1001.5,26.0,1.0,0,5.17,5.45
2002-05-23,2002,5,23,143,7.18,34.1,25.2,69.5,25.9,8.4,13.3,1004.7,26.0,1.13,0,6.2,5.44
2002-05-24,2002,5,24,144,5.88,34.9,25.6,68.2,37.7,7.9,15.3,1004.4,26.0,1.0,0,5.74,5.48
2002-05-25,2002,5,25,145,4.33,38.0,27.4,70.1,39.6,8.8,15.2,1001.7,26.0,1.0,0,6.36,5.59
2002-05-26,2002,5,26,146,19.68,36.6,25.1,76.4,43.5,7.3,13.4,1004.3,26.0,1.0,0,8.36,6.21
2002-05-27,2002,5,27,147,4.1,34.6,25.8,76.2,41.3,10.1,9.2,1004.5,26.0,1.27,0,8.53,6.16
